TOP.5fe6a037.000b1094	START
TOP.5fe7bd0a.000ab8a8	hashes->hashlist_format	0
TOP.5fe7bd0a.000ab8a8	hashes->hashes_cnt	0
TOP.5fe7bd0a.000ab8a8	hashes->digests_cnt	1
TOP.5fe7bd0a.000ab8a8	hashes->digests_done	0
TOP.5fe7bd0a.000ab8a8	hashes->salts_cnt	1
TOP.5fe7bd0a.000ab8a8	hashes->salts_done	0
TOP.5fe7bd0a.000ab8a8	SUB.5fe7bd0a.000e174a	START
TOP.5fe7bd0a.000ab8a8	SUB.5fe7bd0a.000e174a	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7bd0a.000ab8a8	SUB.5fe7bd0a.000e174a	runtime_start	1609022731
TOP.5fe7bd0a.000ab8a8	SUB.5fe7bd0a.000e174a	runtime_stop	1609022731
TOP.5fe7bd0a.000ab8a8	SUB.5fe7bd0a.000e174a	status-after-work	5
TOP.5fe7bd0a.000ab8a8	SUB.5fe7bd0a.000e174a	STOP
TOP.5fe7bd0a.000ab8a8	proc_start	1609022730
TOP.5fe7bd0a.000ab8a8	proc_stop	1609022732
TOP.5fe7bd0a.000ab8a8	STOP
TOP.5fe7bd9b.0003ff52	START
TOP.5fe7bd9b.0003ff52	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7bd9b.0003ff52	folder_config->install_dir	.
TOP.5fe7bd9b.0003ff52	folder_config->profile_dir	.
TOP.5fe7bd9b.0003ff52	folder_config->session_dir	.
TOP.5fe7bd9b.0003ff52	folder_config->shared_dir	.
TOP.5fe7bd9b.0003ff52	user_options->separator	:
TOP.5fe7bd9b.0003ff52	user_options->encoding_from	utf-8
TOP.5fe7bd9b.0003ff52	user_options->encoding_to	utf-8
TOP.5fe7bd9b.0003ff52	user_options->rule_buf_l	:
TOP.5fe7bd9b.0003ff52	user_options->rule_buf_r	:
TOP.5fe7bd9b.0003ff52	user_options->session	hashcat
TOP.5fe7bd9b.0003ff52	user_options->limit	0
TOP.5fe7bd9b.0003ff52	user_options->skip	0
TOP.5fe7bd9b.0003ff52	user_options->attack_mode	0
TOP.5fe7bd9b.0003ff52	user_options->benchmark	0
TOP.5fe7bd9b.0003ff52	user_options->benchmark_all	0
TOP.5fe7bd9b.0003ff52	user_options->bitmap_max	18
TOP.5fe7bd9b.0003ff52	user_options->bitmap_min	16
TOP.5fe7bd9b.0003ff52	user_options->debug_mode	0
TOP.5fe7bd9b.0003ff52	user_options->example_hashes	0
TOP.5fe7bd9b.0003ff52	user_options->force	0
TOP.5fe7bd9b.0003ff52	user_options->hwmon_disable	0
TOP.5fe7bd9b.0003ff52	user_options->hwmon_temp_abort	90
TOP.5fe7bd9b.0003ff52	user_options->hash_mode	0
TOP.5fe7bd9b.0003ff52	user_options->hex_charset	0
TOP.5fe7bd9b.0003ff52	user_options->hex_salt	0
TOP.5fe7bd9b.0003ff52	user_options->hex_wordlist	0
TOP.5fe7bd9b.0003ff52	user_options->hook_threads	32
TOP.5fe7bd9b.0003ff52	user_options->increment	0
TOP.5fe7bd9b.0003ff52	user_options->increment_max	256
TOP.5fe7bd9b.0003ff52	user_options->increment_min	1
TOP.5fe7bd9b.0003ff52	user_options->keep_guessing	0
TOP.5fe7bd9b.0003ff52	user_options->kernel_accel	0
TOP.5fe7bd9b.0003ff52	user_options->kernel_loops	0
TOP.5fe7bd9b.0003ff52	user_options->kernel_threads	0
TOP.5fe7bd9b.0003ff52	user_options->keyspace	0
TOP.5fe7bd9b.0003ff52	user_options->left	0
TOP.5fe7bd9b.0003ff52	user_options->logfile_disable	0
TOP.5fe7bd9b.0003ff52	user_options->loopback	0
TOP.5fe7bd9b.0003ff52	user_options->machine_readable	0
TOP.5fe7bd9b.0003ff52	user_options->markov_classic	0
TOP.5fe7bd9b.0003ff52	user_options->markov_disable	0
TOP.5fe7bd9b.0003ff52	user_options->markov_threshold	256
TOP.5fe7bd9b.0003ff52	user_options->backend_info	0
TOP.5fe7bd9b.0003ff52	user_options->backend_vector_width	0
TOP.5fe7bd9b.0003ff52	user_options->optimized_kernel_enable	0
TOP.5fe7bd9b.0003ff52	user_options->outfile_autohex	1
TOP.5fe7bd9b.0003ff52	user_options->outfile_check_timer	5
TOP.5fe7bd9b.0003ff52	user_options->outfile_format	3
TOP.5fe7bd9b.0003ff52	user_options->wordlist_autohex_disable	0
TOP.5fe7bd9b.0003ff52	user_options->potfile_disable	0
TOP.5fe7bd9b.0003ff52	user_options->progress_only	0
TOP.5fe7bd9b.0003ff52	user_options->quiet	0
TOP.5fe7bd9b.0003ff52	user_options->remove	0
TOP.5fe7bd9b.0003ff52	user_options->remove_timer	60
TOP.5fe7bd9b.0003ff52	user_options->restore	0
TOP.5fe7bd9b.0003ff52	user_options->restore_disable	0
TOP.5fe7bd9b.0003ff52	user_options->restore_timer	60
TOP.5fe7bd9b.0003ff52	user_options->rp_files_cnt	0
TOP.5fe7bd9b.0003ff52	user_options->rp_gen	0
TOP.5fe7bd9b.0003ff52	user_options->rp_gen_func_max	4
TOP.5fe7bd9b.0003ff52	user_options->rp_gen_func_min	1
TOP.5fe7bd9b.0003ff52	user_options->rp_gen_seed	0
TOP.5fe7bd9b.0003ff52	user_options->runtime	0
TOP.5fe7bd9b.0003ff52	user_options->scrypt_tmto	0
TOP.5fe7bd9b.0003ff52	user_options->segment_size	33554432
TOP.5fe7bd9b.0003ff52	user_options->self_test_disable	0
TOP.5fe7bd9b.0003ff52	user_options->slow_candidates	0
TOP.5fe7bd9b.0003ff52	user_options->show	0
TOP.5fe7bd9b.0003ff52	user_options->speed_only	0
TOP.5fe7bd9b.0003ff52	user_options->spin_damp	0
TOP.5fe7bd9b.0003ff52	user_options->status	0
TOP.5fe7bd9b.0003ff52	user_options->status_json	0
TOP.5fe7bd9b.0003ff52	user_options->status_timer	10
TOP.5fe7bd9b.0003ff52	user_options->stdout_flag	0
TOP.5fe7bd9b.0003ff52	user_options->usage	0
TOP.5fe7bd9b.0003ff52	user_options->username	0
TOP.5fe7bd9b.0003ff52	user_options->veracrypt_pim_start	485
TOP.5fe7bd9b.0003ff52	user_options->veracrypt_pim_stop	485
TOP.5fe7bd9b.0003ff52	user_options->version	0
TOP.5fe7bd9b.0003ff52	user_options->workload_profile	2
TOP.5fe7bd9b.0003ff52	user_options->brain_client	0
TOP.5fe7bd9b.0003ff52	user_options->brain_client_features	2
TOP.5fe7bd9b.0003ff52	user_options->brain_server	0
TOP.5fe7bd9b.0003ff52	user_options->brain_server_timer	300
TOP.5fe7bd9b.0003ff52	user_options->brain_port	6863
TOP.5fe7bd9b.0003ff52	user_options->brain_session	0
TOP.5fe7bd9b.0003ff52	hashes->hashlist_mode	2
TOP.5fe7bd9b.0003ff52	hashes->hashlist_format	0
TOP.5fe7bd9b.0003ff52	hashes->hashes_cnt	0
TOP.5fe7bd9b.0003ff52	hashes->digests_cnt	1
TOP.5fe7bd9b.0003ff52	hashes->digests_done	0
TOP.5fe7bd9b.0003ff52	hashes->salts_cnt	1
TOP.5fe7bd9b.0003ff52	hashes->salts_done	0
TOP.5fe7bd9b.0003ff52	SUB.5fe7bd9b.0007cca4	START
TOP.5fe7bd9b.0003ff52	SUB.5fe7bd9b.0007cca4	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7bd9b.0003ff52	SUB.5fe7bd9b.0007cca4	runtime_start	1609022875
TOP.5fe7bd9b.0003ff52	SUB.5fe7bd9b.0007cca4	runtime_stop	1609022876
TOP.5fe7bd9b.0003ff52	SUB.5fe7bd9b.0007cca4	status-after-work	5
TOP.5fe7bd9b.0003ff52	SUB.5fe7bd9b.0007cca4	STOP
TOP.5fe7bd9b.0003ff52	proc_start	1609022875
TOP.5fe7bd9b.0003ff52	proc_stop	1609022876
TOP.5fe7bd9b.0003ff52	STOP
TOP.5fe7c245.00029909	START
TOP.5fe7c245.00029909	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7c245.00029909	folder_config->install_dir	.
TOP.5fe7c245.00029909	folder_config->profile_dir	.
TOP.5fe7c245.00029909	folder_config->session_dir	.
TOP.5fe7c245.00029909	folder_config->shared_dir	.
TOP.5fe7c245.00029909	user_options->separator	:
TOP.5fe7c245.00029909	user_options->encoding_from	utf-8
TOP.5fe7c245.00029909	user_options->encoding_to	utf-8
TOP.5fe7c245.00029909	user_options->rule_buf_l	:
TOP.5fe7c245.00029909	user_options->rule_buf_r	:
TOP.5fe7c245.00029909	user_options->session	hashcat
TOP.5fe7c245.00029909	user_options->limit	0
TOP.5fe7c245.00029909	user_options->skip	0
TOP.5fe7c245.00029909	user_options->attack_mode	0
TOP.5fe7c245.00029909	user_options->benchmark	0
TOP.5fe7c245.00029909	user_options->benchmark_all	0
TOP.5fe7c245.00029909	user_options->bitmap_max	18
TOP.5fe7c245.00029909	user_options->bitmap_min	16
TOP.5fe7c245.00029909	user_options->debug_mode	0
TOP.5fe7c245.00029909	user_options->example_hashes	0
TOP.5fe7c245.00029909	user_options->force	0
TOP.5fe7c245.00029909	user_options->hwmon_disable	0
TOP.5fe7c245.00029909	user_options->hwmon_temp_abort	90
TOP.5fe7c245.00029909	user_options->hash_mode	0
TOP.5fe7c245.00029909	user_options->hex_charset	0
TOP.5fe7c245.00029909	user_options->hex_salt	0
TOP.5fe7c245.00029909	user_options->hex_wordlist	0
TOP.5fe7c245.00029909	user_options->hook_threads	32
TOP.5fe7c245.00029909	user_options->increment	0
TOP.5fe7c245.00029909	user_options->increment_max	256
TOP.5fe7c245.00029909	user_options->increment_min	1
TOP.5fe7c245.00029909	user_options->keep_guessing	0
TOP.5fe7c245.00029909	user_options->kernel_accel	0
TOP.5fe7c245.00029909	user_options->kernel_loops	0
TOP.5fe7c245.00029909	user_options->kernel_threads	0
TOP.5fe7c245.00029909	user_options->keyspace	0
TOP.5fe7c245.00029909	user_options->left	0
TOP.5fe7c245.00029909	user_options->logfile_disable	0
TOP.5fe7c245.00029909	user_options->loopback	0
TOP.5fe7c245.00029909	user_options->machine_readable	0
TOP.5fe7c245.00029909	user_options->markov_classic	0
TOP.5fe7c245.00029909	user_options->markov_disable	0
TOP.5fe7c245.00029909	user_options->markov_threshold	256
TOP.5fe7c245.00029909	user_options->backend_info	0
TOP.5fe7c245.00029909	user_options->backend_vector_width	0
TOP.5fe7c245.00029909	user_options->optimized_kernel_enable	0
TOP.5fe7c245.00029909	user_options->outfile_autohex	1
TOP.5fe7c245.00029909	user_options->outfile_check_timer	5
TOP.5fe7c245.00029909	user_options->outfile_format	3
TOP.5fe7c245.00029909	user_options->wordlist_autohex_disable	0
TOP.5fe7c245.00029909	user_options->potfile_disable	0
TOP.5fe7c245.00029909	user_options->progress_only	0
TOP.5fe7c245.00029909	user_options->quiet	0
TOP.5fe7c245.00029909	user_options->remove	0
TOP.5fe7c245.00029909	user_options->remove_timer	60
TOP.5fe7c245.00029909	user_options->restore	0
TOP.5fe7c245.00029909	user_options->restore_disable	0
TOP.5fe7c245.00029909	user_options->restore_timer	60
TOP.5fe7c245.00029909	user_options->rp_files_cnt	0
TOP.5fe7c245.00029909	user_options->rp_gen	0
TOP.5fe7c245.00029909	user_options->rp_gen_func_max	4
TOP.5fe7c245.00029909	user_options->rp_gen_func_min	1
TOP.5fe7c245.00029909	user_options->rp_gen_seed	0
TOP.5fe7c245.00029909	user_options->runtime	0
TOP.5fe7c245.00029909	user_options->scrypt_tmto	0
TOP.5fe7c245.00029909	user_options->segment_size	33554432
TOP.5fe7c245.00029909	user_options->self_test_disable	0
TOP.5fe7c245.00029909	user_options->slow_candidates	0
TOP.5fe7c245.00029909	user_options->show	0
TOP.5fe7c245.00029909	user_options->speed_only	0
TOP.5fe7c245.00029909	user_options->spin_damp	0
TOP.5fe7c245.00029909	user_options->status	0
TOP.5fe7c245.00029909	user_options->status_json	0
TOP.5fe7c245.00029909	user_options->status_timer	10
TOP.5fe7c245.00029909	user_options->stdout_flag	0
TOP.5fe7c245.00029909	user_options->usage	0
TOP.5fe7c245.00029909	user_options->username	0
TOP.5fe7c245.00029909	user_options->veracrypt_pim_start	485
TOP.5fe7c245.00029909	user_options->veracrypt_pim_stop	485
TOP.5fe7c245.00029909	user_options->version	0
TOP.5fe7c245.00029909	user_options->workload_profile	2
TOP.5fe7c245.00029909	user_options->brain_client	0
TOP.5fe7c245.00029909	user_options->brain_client_features	2
TOP.5fe7c245.00029909	user_options->brain_server	0
TOP.5fe7c245.00029909	user_options->brain_server_timer	300
TOP.5fe7c245.00029909	user_options->brain_port	6863
TOP.5fe7c245.00029909	user_options->brain_session	0
TOP.5fe7c245.00029909	hashes->hashlist_mode	2
TOP.5fe7c245.00029909	hashes->hashlist_format	0
TOP.5fe7c245.00029909	hashes->hashes_cnt	0
TOP.5fe7c245.00029909	hashes->digests_cnt	1
TOP.5fe7c245.00029909	hashes->digests_done	0
TOP.5fe7c245.00029909	hashes->salts_cnt	1
TOP.5fe7c245.00029909	hashes->salts_done	0
TOP.5fe7c245.00029909	SUB.5fe7c245.00060ad9	START
TOP.5fe7c245.00029909	SUB.5fe7c245.00060ad9	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7c245.00029909	SUB.5fe7c245.00060ad9	runtime_start	1609024069
TOP.5fe7c245.00029909	SUB.5fe7c245.00060ad9	runtime_stop	1609024069
TOP.5fe7c245.00029909	SUB.5fe7c245.00060ad9	status-after-work	5
TOP.5fe7c245.00029909	SUB.5fe7c245.00060ad9	STOP
TOP.5fe7c245.00029909	proc_start	1609024069
TOP.5fe7c245.00029909	proc_stop	1609024070
TOP.5fe7c245.00029909	STOP
TOP.5fe7c2b2.0003a37b	START
TOP.5fe7c2b2.0003a37b	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7c2b2.0003a37b	folder_config->install_dir	.
TOP.5fe7c2b2.0003a37b	folder_config->profile_dir	.
TOP.5fe7c2b2.0003a37b	folder_config->session_dir	.
TOP.5fe7c2b2.0003a37b	folder_config->shared_dir	.
TOP.5fe7c2b2.0003a37b	user_options->separator	:
TOP.5fe7c2b2.0003a37b	user_options->encoding_from	utf-8
TOP.5fe7c2b2.0003a37b	user_options->encoding_to	utf-8
TOP.5fe7c2b2.0003a37b	user_options->rule_buf_l	:
TOP.5fe7c2b2.0003a37b	user_options->rule_buf_r	:
TOP.5fe7c2b2.0003a37b	user_options->session	hashcat
TOP.5fe7c2b2.0003a37b	user_options->limit	0
TOP.5fe7c2b2.0003a37b	user_options->skip	0
TOP.5fe7c2b2.0003a37b	user_options->attack_mode	0
TOP.5fe7c2b2.0003a37b	user_options->benchmark	0
TOP.5fe7c2b2.0003a37b	user_options->benchmark_all	0
TOP.5fe7c2b2.0003a37b	user_options->bitmap_max	18
TOP.5fe7c2b2.0003a37b	user_options->bitmap_min	16
TOP.5fe7c2b2.0003a37b	user_options->debug_mode	0
TOP.5fe7c2b2.0003a37b	user_options->example_hashes	0
TOP.5fe7c2b2.0003a37b	user_options->force	0
TOP.5fe7c2b2.0003a37b	user_options->hwmon_disable	0
TOP.5fe7c2b2.0003a37b	user_options->hwmon_temp_abort	90
TOP.5fe7c2b2.0003a37b	user_options->hash_mode	0
TOP.5fe7c2b2.0003a37b	user_options->hex_charset	0
TOP.5fe7c2b2.0003a37b	user_options->hex_salt	0
TOP.5fe7c2b2.0003a37b	user_options->hex_wordlist	0
TOP.5fe7c2b2.0003a37b	user_options->hook_threads	32
TOP.5fe7c2b2.0003a37b	user_options->increment	0
TOP.5fe7c2b2.0003a37b	user_options->increment_max	256
TOP.5fe7c2b2.0003a37b	user_options->increment_min	1
TOP.5fe7c2b2.0003a37b	user_options->keep_guessing	0
TOP.5fe7c2b2.0003a37b	user_options->kernel_accel	0
TOP.5fe7c2b2.0003a37b	user_options->kernel_loops	0
TOP.5fe7c2b2.0003a37b	user_options->kernel_threads	0
TOP.5fe7c2b2.0003a37b	user_options->keyspace	0
TOP.5fe7c2b2.0003a37b	user_options->left	0
TOP.5fe7c2b2.0003a37b	user_options->logfile_disable	0
TOP.5fe7c2b2.0003a37b	user_options->loopback	0
TOP.5fe7c2b2.0003a37b	user_options->machine_readable	0
TOP.5fe7c2b2.0003a37b	user_options->markov_classic	0
TOP.5fe7c2b2.0003a37b	user_options->markov_disable	0
TOP.5fe7c2b2.0003a37b	user_options->markov_threshold	256
TOP.5fe7c2b2.0003a37b	user_options->backend_info	0
TOP.5fe7c2b2.0003a37b	user_options->backend_vector_width	0
TOP.5fe7c2b2.0003a37b	user_options->optimized_kernel_enable	0
TOP.5fe7c2b2.0003a37b	user_options->outfile_autohex	1
TOP.5fe7c2b2.0003a37b	user_options->outfile_check_timer	5
TOP.5fe7c2b2.0003a37b	user_options->outfile_format	3
TOP.5fe7c2b2.0003a37b	user_options->wordlist_autohex_disable	0
TOP.5fe7c2b2.0003a37b	user_options->potfile_disable	0
TOP.5fe7c2b2.0003a37b	user_options->progress_only	0
TOP.5fe7c2b2.0003a37b	user_options->quiet	0
TOP.5fe7c2b2.0003a37b	user_options->remove	0
TOP.5fe7c2b2.0003a37b	user_options->remove_timer	60
TOP.5fe7c2b2.0003a37b	user_options->restore	0
TOP.5fe7c2b2.0003a37b	user_options->restore_disable	0
TOP.5fe7c2b2.0003a37b	user_options->restore_timer	60
TOP.5fe7c2b2.0003a37b	user_options->rp_files_cnt	0
TOP.5fe7c2b2.0003a37b	user_options->rp_gen	0
TOP.5fe7c2b2.0003a37b	user_options->rp_gen_func_max	4
TOP.5fe7c2b2.0003a37b	user_options->rp_gen_func_min	1
TOP.5fe7c2b2.0003a37b	user_options->rp_gen_seed	0
TOP.5fe7c2b2.0003a37b	user_options->runtime	0
TOP.5fe7c2b2.0003a37b	user_options->scrypt_tmto	0
TOP.5fe7c2b2.0003a37b	user_options->segment_size	33554432
TOP.5fe7c2b2.0003a37b	user_options->self_test_disable	0
TOP.5fe7c2b2.0003a37b	user_options->slow_candidates	0
TOP.5fe7c2b2.0003a37b	user_options->show	0
TOP.5fe7c2b2.0003a37b	user_options->speed_only	0
TOP.5fe7c2b2.0003a37b	user_options->spin_damp	0
TOP.5fe7c2b2.0003a37b	user_options->status	0
TOP.5fe7c2b2.0003a37b	user_options->status_json	0
TOP.5fe7c2b2.0003a37b	user_options->status_timer	10
TOP.5fe7c2b2.0003a37b	user_options->stdout_flag	0
TOP.5fe7c2b2.0003a37b	user_options->usage	0
TOP.5fe7c2b2.0003a37b	user_options->username	0
TOP.5fe7c2b2.0003a37b	user_options->veracrypt_pim_start	485
TOP.5fe7c2b2.0003a37b	user_options->veracrypt_pim_stop	485
TOP.5fe7c2b2.0003a37b	user_options->version	0
TOP.5fe7c2b2.0003a37b	user_options->workload_profile	2
TOP.5fe7c2b2.0003a37b	user_options->brain_client	0
TOP.5fe7c2b2.0003a37b	user_options->brain_client_features	2
TOP.5fe7c2b2.0003a37b	user_options->brain_server	0
TOP.5fe7c2b2.0003a37b	user_options->brain_server_timer	300
TOP.5fe7c2b2.0003a37b	user_options->brain_port	6863
TOP.5fe7c2b2.0003a37b	user_options->brain_session	0
TOP.5fe7c2b2.0003a37b	hashes->hashlist_mode	2
TOP.5fe7c2b2.0003a37b	hashes->hashlist_format	0
TOP.5fe7c2b2.0003a37b	hashes->hashes_cnt	0
TOP.5fe7c2b2.0003a37b	hashes->digests_cnt	1
TOP.5fe7c2b2.0003a37b	hashes->digests_done	0
TOP.5fe7c2b2.0003a37b	hashes->salts_cnt	1
TOP.5fe7c2b2.0003a37b	hashes->salts_done	0
TOP.5fe7c2b2.0003a37b	SUB.5fe7c2b2.00071902	START
TOP.5fe7c2b2.0003a37b	SUB.5fe7c2b2.00071902	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7c2b2.0003a37b	SUB.5fe7c2b2.00071902	runtime_start	1609024178
TOP.5fe7c2b2.0003a37b	SUB.5fe7c2b2.00071902	runtime_stop	1609024178
TOP.5fe7c2b2.0003a37b	SUB.5fe7c2b2.00071902	status-after-work	5
TOP.5fe7c2b2.0003a37b	SUB.5fe7c2b2.00071902	STOP
TOP.5fe7c2b2.0003a37b	proc_start	1609024178
TOP.5fe7c2b2.0003a37b	proc_stop	1609024179
TOP.5fe7c2b2.0003a37b	STOP
TOP.5fe7c2ca.0009d858	START
TOP.5fe7c2ca.0009d858	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7c2ca.0009d858	folder_config->install_dir	.
TOP.5fe7c2ca.0009d858	folder_config->profile_dir	.
TOP.5fe7c2ca.0009d858	folder_config->session_dir	.
TOP.5fe7c2ca.0009d858	folder_config->shared_dir	.
TOP.5fe7c2ca.0009d858	user_options->separator	:
TOP.5fe7c2ca.0009d858	user_options->encoding_from	utf-8
TOP.5fe7c2ca.0009d858	user_options->encoding_to	utf-8
TOP.5fe7c2ca.0009d858	user_options->rule_buf_l	:
TOP.5fe7c2ca.0009d858	user_options->rule_buf_r	:
TOP.5fe7c2ca.0009d858	user_options->session	hashcat
TOP.5fe7c2ca.0009d858	user_options->limit	0
TOP.5fe7c2ca.0009d858	user_options->skip	0
TOP.5fe7c2ca.0009d858	user_options->attack_mode	0
TOP.5fe7c2ca.0009d858	user_options->benchmark	0
TOP.5fe7c2ca.0009d858	user_options->benchmark_all	0
TOP.5fe7c2ca.0009d858	user_options->bitmap_max	18
TOP.5fe7c2ca.0009d858	user_options->bitmap_min	16
TOP.5fe7c2ca.0009d858	user_options->debug_mode	0
TOP.5fe7c2ca.0009d858	user_options->example_hashes	0
TOP.5fe7c2ca.0009d858	user_options->force	0
TOP.5fe7c2ca.0009d858	user_options->hwmon_disable	0
TOP.5fe7c2ca.0009d858	user_options->hwmon_temp_abort	90
TOP.5fe7c2ca.0009d858	user_options->hash_mode	0
TOP.5fe7c2ca.0009d858	user_options->hex_charset	0
TOP.5fe7c2ca.0009d858	user_options->hex_salt	0
TOP.5fe7c2ca.0009d858	user_options->hex_wordlist	0
TOP.5fe7c2ca.0009d858	user_options->hook_threads	32
TOP.5fe7c2ca.0009d858	user_options->increment	0
TOP.5fe7c2ca.0009d858	user_options->increment_max	256
TOP.5fe7c2ca.0009d858	user_options->increment_min	1
TOP.5fe7c2ca.0009d858	user_options->keep_guessing	0
TOP.5fe7c2ca.0009d858	user_options->kernel_accel	0
TOP.5fe7c2ca.0009d858	user_options->kernel_loops	0
TOP.5fe7c2ca.0009d858	user_options->kernel_threads	0
TOP.5fe7c2ca.0009d858	user_options->keyspace	0
TOP.5fe7c2ca.0009d858	user_options->left	0
TOP.5fe7c2ca.0009d858	user_options->logfile_disable	0
TOP.5fe7c2ca.0009d858	user_options->loopback	0
TOP.5fe7c2ca.0009d858	user_options->machine_readable	0
TOP.5fe7c2ca.0009d858	user_options->markov_classic	0
TOP.5fe7c2ca.0009d858	user_options->markov_disable	0
TOP.5fe7c2ca.0009d858	user_options->markov_threshold	256
TOP.5fe7c2ca.0009d858	user_options->backend_info	0
TOP.5fe7c2ca.0009d858	user_options->backend_vector_width	0
TOP.5fe7c2ca.0009d858	user_options->optimized_kernel_enable	0
TOP.5fe7c2ca.0009d858	user_options->outfile_autohex	1
TOP.5fe7c2ca.0009d858	user_options->outfile_check_timer	5
TOP.5fe7c2ca.0009d858	user_options->outfile_format	3
TOP.5fe7c2ca.0009d858	user_options->wordlist_autohex_disable	0
TOP.5fe7c2ca.0009d858	user_options->potfile_disable	0
TOP.5fe7c2ca.0009d858	user_options->progress_only	0
TOP.5fe7c2ca.0009d858	user_options->quiet	0
TOP.5fe7c2ca.0009d858	user_options->remove	0
TOP.5fe7c2ca.0009d858	user_options->remove_timer	60
TOP.5fe7c2ca.0009d858	user_options->restore	0
TOP.5fe7c2ca.0009d858	user_options->restore_disable	0
TOP.5fe7c2ca.0009d858	user_options->restore_timer	60
TOP.5fe7c2ca.0009d858	user_options->rp_files_cnt	0
TOP.5fe7c2ca.0009d858	user_options->rp_gen	0
TOP.5fe7c2ca.0009d858	user_options->rp_gen_func_max	4
TOP.5fe7c2ca.0009d858	user_options->rp_gen_func_min	1
TOP.5fe7c2ca.0009d858	user_options->rp_gen_seed	0
TOP.5fe7c2ca.0009d858	user_options->runtime	0
TOP.5fe7c2ca.0009d858	user_options->scrypt_tmto	0
TOP.5fe7c2ca.0009d858	user_options->segment_size	33554432
TOP.5fe7c2ca.0009d858	user_options->self_test_disable	0
TOP.5fe7c2ca.0009d858	user_options->slow_candidates	0
TOP.5fe7c2ca.0009d858	user_options->show	0
TOP.5fe7c2ca.0009d858	user_options->speed_only	0
TOP.5fe7c2ca.0009d858	user_options->spin_damp	0
TOP.5fe7c2ca.0009d858	user_options->status	0
TOP.5fe7c2ca.0009d858	user_options->status_json	0
TOP.5fe7c2ca.0009d858	user_options->status_timer	10
TOP.5fe7c2ca.0009d858	user_options->stdout_flag	0
TOP.5fe7c2ca.0009d858	user_options->usage	0
TOP.5fe7c2ca.0009d858	user_options->username	0
TOP.5fe7c2ca.0009d858	user_options->veracrypt_pim_start	485
TOP.5fe7c2ca.0009d858	user_options->veracrypt_pim_stop	485
TOP.5fe7c2ca.0009d858	user_options->version	0
TOP.5fe7c2ca.0009d858	user_options->workload_profile	2
TOP.5fe7c2ca.0009d858	user_options->brain_client	0
TOP.5fe7c2ca.0009d858	user_options->brain_client_features	2
TOP.5fe7c2ca.0009d858	user_options->brain_server	0
TOP.5fe7c2ca.0009d858	user_options->brain_server_timer	300
TOP.5fe7c2ca.0009d858	user_options->brain_port	6863
TOP.5fe7c2ca.0009d858	user_options->brain_session	0
TOP.5fe7c2ca.0009d858	hashes->hashlist_mode	2
TOP.5fe7c2ca.0009d858	hashes->hashlist_format	0
TOP.5fe7c2ca.0009d858	hashes->hashes_cnt	0
TOP.5fe7c2ca.0009d858	hashes->digests_cnt	1
TOP.5fe7c2ca.0009d858	hashes->digests_done	0
TOP.5fe7c2ca.0009d858	hashes->salts_cnt	1
TOP.5fe7c2ca.0009d858	hashes->salts_done	0
TOP.5fe7c2ca.0009d858	SUB.5fe7c2ca.000d8722	START
TOP.5fe7c2ca.0009d858	SUB.5fe7c2ca.000d8722	straight_ctx->dict	..\wordlists\wordlist1.txt
